Region,Year,Quarter,AACI
ES,2002,1,0.185831442
ES,2002,2,0.415179716
ES,2002,3,-0.727299415
ES,2002,4,0.531875195
ES,2003,1,-0.740160773
ES,2003,2,0.235453067
ES,2003,3,-0.289131201
ES,2003,4,-0.157367269
ES,2004,1,-0.433777194
ES,2004,2,0.030660688
ES,2004,3,0.026809076
ES,2004,4,-0.59792692
ES,2005,1,-0.193778459
ES,2005,2,0.114417797
ES,2005,3,1.094637804
ES,2005,4,0.148059362
ES,2006,1,0.755275747
ES,2006,2,1.140077728
ES,2006,3,0.537287782
ES,2006,4,0.602462465
ES,2007,1,0.288027049
ES,2007,2,1.05442177
ES,2007,3,0.306195391
ES,2007,4,0.365481772
ES,2008,1,0.131941433
ES,2008,2,0.124207917
ES,2008,3,-0.040994757
ES,2008,4,0.301726475
ES,2009,1,1.512119253
ES,2009,2,0.332460178
ES,2009,3,1.085883603
ES,2009,4,-0.147021159
ES,2010,1,1.044228523
ES,2010,2,0.85262466
ES,2010,3,1.539743168
ES,2010,4,1.60363255
ES,2011,1,2.040982931
ES,2011,2,0.844358538
ES,2011,3,-0.072931772
ES,2011,4,0.932992049
ES,2012,1,0.31512477
ES,2012,2,0.462771679
ES,2012,3,0.285330123
ES,2012,4,0.856052329
ES,2013,1,0.78077838
ES,2013,2,-0.21907726
ES,2013,3,0.915589032
ES,2013,4,-0.160104423
ES,2014,1,1.798632346
ES,2014,2,-0.125451585
ES,2014,3,1.175987387
ES,2014,4,0.080819304
ES,2015,1,1.139324416
ES,2015,2,0.178460401
ES,2015,3,-0.364940987
ES,2015,4,0.222190858
ES,2016,1,-0.002045979
ES,2016,2,-0.045486828
ES,2016,3,0.016639795
ES,2016,4,0.925121331
ES,2017,1,-0.082481346
ES,2017,2,-0.499375244
ES,2017,3,0.465047769
ES,2017,4,0.762413329
ES,2018,1,0.854407231
ES,2018,2,-0.120331166
ES,2018,3,0.660916569
ES,2018,4,0.465693538
ES,2019,1,0.64895029
ES,2019,2,0.815899553
ES,2019,3,0.256416249
ES,2019,4,0.712345672
ES,2020,1,-0.282666463
ES,2020,2,0.719715174
ES,2020,3,-0.222174909
ES,2020,4,1.650227923
ES,2021,1,0.069468087
ES,2021,2,0.382427293
ES,2021,3,0.208246658
ES,2021,4,1.04853478
MB,1981,1,0
MB,1981,2,0
MB,1981,3,0
MB,1981,4,0
MB,1982,1,0
MB,1982,2,0
MB,1982,3,0
MB,1982,4,0
MB,1983,1,0
MB,1983,2,0
MB,1983,3,0
MB,1983,4,0
MB,1984,1,0
MB,1984,2,0
MB,1984,3,0
MB,1984,4,0
MB,1985,1,0
MB,1985,2,0
MB,1985,3,0
MB,1985,4,0
MB,1986,1,-0.719473315
MB,1986,2,-0.466307898
MB,1986,3,-0.222299165
MB,1986,4,-1.664226153
MB,1987,1,0.439472102
MB,1987,2,0.887806905
MB,1987,3,-0.401032163
MB,1987,4,-0.642415894
MB,1988,1,-0.603578773
MB,1988,2,0.518502868
MB,1988,3,-0.847864656
MB,1988,4,0
MB,1989,1,-2.226102356
MB,1989,2,0.518502868
MB,1989,3,-1.652163144
MB,1989,4,0.606463311
MB,1990,1,0.439472102
MB,1990,2,0.641604214
MB,1990,3,0
MB,1990,4,0.152325418
MB,1991,1,1.01894481
MB,1991,2,-1.574220009
MB,1991,3,-0.222299165
MB,1991,4,-1.323622733
MB,1992,1,-1.06715694
MB,1992,2,-1.204915972
MB,1992,3,-1.205330651
MB,1992,4,-0.562941763
MB,1993,1,-1.322124931
MB,1993,2,-0.626339647
MB,1993,3,-1.026597653
MB,1993,4,-0.44940729
MB,1994,1,-0.279074056
MB,1994,2,-1.131055164
MB,1994,3,-0.901484555
MB,1994,4,-2.549795044
MB,1995,1,0.242451381
MB,1995,2,-0.564788974
MB,1995,3,-1.214267301
MB,1995,4,-0.063390081
MB,1996,1,-0.754241677
MB,1996,2,-0.047763322
MB,1996,3,0.287089877
MB,1996,4,0.333980575
MB,1997,1,0.903050269
MB,1997,2,-1.081814626
MB,1997,3,0.626682572
MB,1997,4,-1.062493445
MB,1998,1,-0.209537331
MB,1998,2,-1.328017317
MB,1998,3,-2.161552187
MB,1998,4,-0.006622844
MB,1999,1,-0.673115498
MB,1999,2,1.577174441
MB,1999,3,0.796478919
MB,1999,4,2.025644226
MB,2000,1,-1.449608927
MB,2000,2,-1.8204227
MB,2000,3,0.912655368
MB,2000,4,1.299023597
MB,2001,1,0.358345923
MB,2001,2,0.001477216
MB,2001,3,1.207564813
MB,2001,4,0.038790945
MB,2002,1,0.277219744
MB,2002,2,1.823377132
MB,2002,3,0.358583076
MB,2002,4,-0.4039935
MB,2003,1,0.277219744
MB,2003,2,0.383091388
MB,2003,3,0.832225519
MB,2003,4,0.867592599
MB,2004,1,0.694440094
MB,2004,2,0.887806905
MB,2004,3,0.850098819
MB,2004,4,0.867592599
MB,2005,1,-0.186358423
MB,2005,2,1.010908251
MB,2005,3,0.474759524
MB,2005,4,0.004730603
MB,2006,1,0.624903369
MB,2006,2,0.235369773
MB,2006,3,1.234374763
MB,2006,4,0.6518771
MB,2007,1,0.555366644
MB,2007,2,-0.626339647
MB,2007,3,0.144103479
MB,2007,4,0.719997784
MB,2008,1,0.369935377
MB,2008,2,0.210749504
MB,2008,3,1.618650707
MB,2008,4,0.538342627
MB,2009,1,2.803720752
MB,2009,2,0.752395425
MB,2009,3,0.680302471
MB,2009,4,0.82217881
MB,2010,1,0.485829919
MB,2010,2,1.023218385
MB,2010,3,-0.168679266
MB,2010,4,-0.199631449
MB,2011,1,1.807027694
MB,2011,2,0.46926233
MB,2011,3,1.332677911
MB,2011,4,1.889402858
MB,2012,1,-1.62345074
MB,2012,2,0.099958293
MB,2012,3,2.539125643
MB,2012,4,0.663230548
MB,2013,1,2.027227323
MB,2013,2,0.777015694
MB,2013,3,1.010958516
MB,2013,4,1.673687359
MB,2014,1,0.833513544
MB,2014,2,0.887806905
MB,2014,3,0.501569474
MB,2014,4,1.787221832
MB,2015,1,0.926229177
MB,2015,2,1.503313634
MB,2015,3,0.671365821
MB,2015,4,2.014290779
MB,2016,1,-0.360200236
MB,2016,2,0.063027889
MB,2016,3,-1.142774102
MB,2016,4,0.629170206
MB,2017,1,0.555366644
MB,2017,2,2.03264942
MB,2017,3,0.885845418
MB,2017,4,0.924359836
MB,2018,1,2.676236756
MB,2018,2,2.229611573
MB,2018,3,0.912655368
MB,2018,4,0.004730603
MB,2019,1,1.725901515
MB,2019,2,1.934168344
MB,2019,3,1.851003604
MB,2019,4,0.595109864
MB,2020,1,0.358345923
MB,2020,2,0.752395425
MB,2020,3,1.002021866
MB,2020,4,2.082411462
MB,2021,1,1.818617148
MB,2021,2,3.829929067
MB,2021,3,1.261184712
MB,2021,4,2.672790723
MN,1981,1,-0.999286535
MN,1981,2,0.921752951
MN,1981,3,0.090602212
MN,1981,4,-0.552948348
MN,1982,1,-0.093132498
MN,1982,2,-0.852598731
MN,1982,3,-1.409020607
MN,1982,4,-2.111769064
MN,1983,1,-1.678902063
MN,1983,2,1.558699708
MN,1983,3,-0.034366356
MN,1983,4,0.616167188
MN,1984,1,0.208918847
MN,1984,2,-0.352140565
MN,1984,3,-0.034366356
MN,1984,4,-1.657113022
MN,1985,1,0.510970193
MN,1985,2,-0.033667186
MN,1985,3,0.090602212
MN,1985,4,-1.722063885
MN,1986,1,-0.546209517
MN,1986,2,0.694271966
MN,1986,3,-1.409020607
MN,1986,4,-0.293144896
MN,1987,1,-0.395183844
MN,1987,2,1.149233936
MN,1987,3,-0.784177766
MN,1987,4,-0.228194032
MN,1988,1,0.661995866
MN,1988,2,0.375798587
MN,1988,3,-1.783926311
MN,1988,4,0.356363736
MN,1989,1,3.380457976
MN,1989,2,1.012745345
MN,1989,3,-0.784177766
MN,1989,4,-0.487997485
MN,1990,1,-0.848260862
MN,1990,2,-0.625117746
MN,1990,3,0.278055064
MN,1990,4,0.226462009
MN,1991,1,-0.546209517
MN,1991,2,-0.488629156
MN,1991,3,0.902897905
MN,1991,4,0.096560283
MN,1992,1,-0.848260862
MN,1992,2,-1.289362222
MN,1992,3,1.571479746
MN,1992,4,-0.273659637
MN,1993,1,0.948944644
MN,1993,2,-1.02548428
MN,1993,3,-0.996624332
MN,1993,4,0.661632793
MN,1994,1,-0.863363429
MN,1994,2,1.731585257
MN,1994,3,1.302797324
MN,1994,4,2.343860148
