Region,Year,Quarter,AACI
MB,1981,2,-0.454606807
MB,1981,3,-0.439025973
MB,1981,4,0.182783315
MB,1982,1,0.685096599
MB,1982,2,0.036616628
MB,1982,3,0.093025447
MB,1982,4,0.659768435
MB,1983,1,0.694409772
MB,1983,2,0.822810252
MB,1983,3,-0.217583041
MB,1983,4,-0.668928524
MB,1984,1,-0.712101077
MB,1984,2,-0.583249519
MB,1984,3,-0.362471634
MB,1984,4,-0.52704201
MB,1985,1,-0.576241395
MB,1985,2,0.496026304
MB,1985,3,-0.131136693
MB,1985,4,-0.543994167
MB,1986,1,-0.753274989
MB,1986,2,0.750807849
MB,1986,3,-0.493790187
MB,1986,4,-0.668928524
MB,1987,1,-0.592640447
MB,1987,2,-0.054480998
MB,1987,3,-0.17662088
MB,1987,4,1.038988128
MB,1988,1,-0.485473255
MB,1988,2,0.129500984
MB,1988,3,0.520266893
MB,1988,4,0.189548121
MB,1989,1,-0.472107921
MB,1989,2,-0.158632306
MB,1989,3,-0.425555982
MB,1989,4,-0.668928524
MB,1990,1,-0.382722711
MB,1990,2,-0.050469589
MB,1990,3,-0.358324726
MB,1990,4,-0.324024484
MB,1991,1,0.01281204
MB,1991,2,-0.337611924
MB,1991,3,0.186376166
MB,1991,4,-0.461864481
MB,1992,1,-0.696683274
MB,1992,2,-0.333772128
MB,1992,3,-0.432199662
MB,1992,4,-0.668928524
MB,1993,1,-0.317486473
MB,1993,2,-0.429935714
MB,1993,3,0.031933805
MB,1993,4,-0.316332136
MB,1994,1,-0.56271949
MB,1994,2,-0.138059713
MB,1994,3,0.650824679
MB,1994,4,-0.299536441
MB,1995,1,0.317573677
MB,1995,2,-0.346734313
MB,1995,3,1.635650771
MB,1995,4,-0.629169814
MB,1996,1,-0.712101077
MB,1996,2,-0.540202929
MB,1996,3,-0.538874492
MB,1996,4,-0.253025002
MB,1997,1,0.387203971
MB,1997,2,-0.287278399
MB,1997,3,-0.408495318
MB,1997,4,0.651093122
MB,1998,1,-0.115441665
MB,1998,2,0.814215854
MB,1998,3,-0.148240389
MB,1998,4,-0.102045002
MB,1999,1,0.175803143
MB,1999,2,-0.348946561
MB,1999,3,-0.229991429
MB,1999,4,0.364326696
MB,2000,1,-0.265614141
MB,2000,2,0.001248741
MB,2000,3,-0.601120076
MB,2000,4,-0.450536879
MB,2001,1,0.927643417
MB,2001,2,-0.475290181
MB,2001,3,0.693531368
MB,2001,4,0.097853481
MB,2002,1,-0.753274989
MB,2002,2,-0.193085886
MB,2002,3,0.242370442
MB,2002,4,-0.172286732
MB,2003,1,0.200287356
MB,2003,2,-0.216203076
MB,2003,3,-0.403852138
MB,2003,4,-0.487011814
MB,2004,1,0.335476694
MB,2004,2,0.486835291
MB,2004,3,-0.366755579
MB,2004,4,0.121852032
MB,2005,1,-0.604573445
MB,2005,2,0.670809898
MB,2005,3,1.781447798
MB,2005,4,0.063266419
MB,2006,1,0.651646611
MB,2006,2,-0.201504756
MB,2006,3,-0.36385339
MB,2006,4,1.019320547
MB,2007,1,0.81466335
MB,2007,2,0.476481878
MB,2007,3,0.408077479
MB,2007,4,0.222207666
MB,2008,1,-0.178202103
MB,2008,2,0.875202962
MB,2008,3,-0.30622215
MB,2008,4,0.609545123
MB,2009,1,1.626862809
MB,2009,2,-0.012491663
MB,2009,3,0.47911955
MB,2009,4,2.527535652
MB,2010,1,0.923854305
MB,2010,2,-0.357518174
MB,2010,3,-0.35311071
MB,2010,4,-0.384231617
MB,2011,1,-0.573947316
MB,2011,2,-0.583249519
MB,2011,3,1.570505672
MB,2011,4,-0.093335187
MB,2012,1,-0.366371739
MB,2012,2,-0.583249519
MB,2012,3,-0.601120076
MB,2012,4,0.37987852
MB,2013,1,0.691125887
MB,2013,2,0.470963607
MB,2013,3,1.465423613
MB,2013,4,0.932140147
MB,2014,1,2.76709051
MB,2014,2,0.639004357
MB,2014,3,-0.185536911
MB,2014,4,0.30600225
MB,2015,1,-0.350368068
MB,2015,2,-0.583249519
MB,2015,3,-0.246519867
MB,2015,4,1.457542598
MB,2016,1,0.986618032
MB,2016,2,1.29797235
MB,2016,3,0.560976048
MB,2016,4,-0.281700997
MB,2017,1,0.972435203
MB,2017,2,-0.050639816
MB,2017,3,-0.182291016
MB,2017,4,0.71466757
MB,2018,1,0.903458345
MB,2018,2,1.414194963
MB,2018,3,-0.003342794
MB,2018,4,0.097927623
MB,2019,1,3.089325367
MB,2019,2,0.722498897
MB,2019,3,0.220509899
MB,2019,4,0.574953594
MB,2020,1,2.864835928
MB,2020,2,-0.46812149
MB,2020,3,-0.490831311
MB,2020,4,1.056653589
MB,2021,1,-0.498832437
MB,2021,2,-0.522064998
MB,2021,3,-0.33090459
MB,2021,4,0.200107588
MN,1981,1,-0.510905514
MN,1981,2,-0.331887711
MN,1981,3,0.405529335
MN,1981,4,-0.343036723
MN,1982,1,-0.224890837
MN,1982,2,-0.295794102
MN,1982,3,-0.507437297
MN,1982,4,-0.248619669
MN,1983,1,1.117528849
MN,1983,2,0.315586682
MN,1983,3,-0.434980934
